Resource Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling	FAIR Issues	FAIR Score
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/naomihabiblab/HumanDLPFC24	naomihabiblab	naomihabiblab	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/brtrdvnasltrk/AlzheimersReminder	brtrdvnasltrk	brtrdvnasltrk	Swift					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Nibeth/Mapping-Alzheimers-disease	Nibeth	Nibeth						No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/EnvejecimientoEnRed/envejecimiento_alzheimer_mapa	EnvejecimientoEnRed	CarlosMunozDiazCSIC	JavaScript					No Version Info; No Container; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/willgocode/alzheimers-diagnosis-mapreduce	willgocode	eakelly	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/SisiShao/Alzheimer-Drug-Repurposing-MAP-Elites	SisiShao	SisiShao	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/mayuan-0117/Alzheimer-s-project-MAPT-and-APPLOF	mayuan-0117	mayuan-0117						No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ayoub003184/Alzheimer-Path-Assistant	ayoub003184	ayoub003184	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/bia-amg/AD-Invivo-Amyloid-Mapping	bia-amg	bia-amg						No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/asmabouach/alzheimer-mri-detection	asmabouach	asmabouach	Jupyter Notebook					No Version Info; No Environment Spec	8
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/shuilinggirl/Mapping-Brain-Synergy-Redundancy-Dysfunction-in-Alzheimer-s-Disease	shuilinggirl	shuilinggirl	MATLAB					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/binmishr/Mapping-the-Prevalence-of-Alzheimer-Disease-Mortality-in-the-USA	binmishr	binmishr						No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/RajLabMSSM/Fine_Mapping	RajLabMSSM	bschilder	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/tatsuhikonaito/Trans-ethnic_MHC_fine-mapping_SS	tatsuhikonaito	tatsuhikonaito	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/GP2code/MAPThaplotype	GP2code	paulandroide; is-mariam	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/DamarisVinueza/deberphyton	DamarisVinueza	DamarisVinueza						No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/sknoth/parkinson-help	sknoth	sknoth	JavaScript					No Version Info; No Container; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/alexCortinaU/parkinson_classification	alexCortinaU	alexCortinaU	Jupyter Notebook					No Dependencies; No Version Info; No Container	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/kajuni/Bodily-maps-of-symptoms-and-emotions-in-PD	kajuni	kajuni						No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/joachimdanbe/Exploring-Parkinson-s-Disease-with-Mapper-UPDRS-Dataset-	joachimdanbe	joachimdanbe	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/khareyash05/Parkinson-s-Disease-Brain-Imaging	khareyash05	khareyash05	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ahmedmoustafa/AfricaPD	ahmedmoustafa	ahmedmoustafa	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/jasirvatham2602/QXAI-prj	jasirvatham2602	jasirvatham2602	Python					No Version Info; No Container; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/GSC23-HeadHome/HeadHome	GSC23-HeadHome	chayhuixiang; ongjx16; changdaozheng; Trigon25						No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/tmi-lab/AD-VD-ChronologicalMapping	tmi-lab	PBarnaghi; cw332	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/gvnberaldi/Pose2Action	gvnberaldi	gvnberaldi; iballester	Python					No Version Info; No Container; No Environment Spec; No Version Info; No Container; No Environment Spec	4
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/BCC-PHM/dementia-hub-map	BCC-PHM	David-Ellis	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/cenacchi2000/dementia_3d_face_mapping	cenacchi2000	cenacchi2000	Python					No Container; No Environment Spec	8
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/raisarezaa/Hackathon-2025	raisarezaa	dkn345; daikonteju; raisarezaa	TypeScript					No Version Info; No Container; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/SpaceTimee/Fusion-JetBrainsMapleMono	SpaceTimee	github-actions[bot]; SpaceTimee	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/netneurolab/neuromaps	netneurolab	rmarkello; justinehansen; liuzhenqi77; VinceBaz; estefanysuarez; eric2302; yarikoptic; vbeliveau	Python					No Version Info; No Environment Spec	8
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/MICA-MNI/ENIGMA	MICA-MNI	saratheriver; slic-lab; Ianyliu; kaurao; caseypaquola; neuroimagingdatascience; kmrasmussen; maciej-jedynak; mnoergaard; Melissa1909	Jupyter Notebook					No Version Info; No Container	8
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/xeden3/joplin-plugin-kity-minder	xeden3	xeden3	JavaScript					No Version Info; No Container; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Aryia-Behroziuan/neurons	Aryia-Behroziuan	Aryia-Behroziuan						No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/connectomicslab/connectomemapper3	connectomicslab	sebastientourbier; emullier; Katharinski; joanrue; davidrs06; abirba; allcontributors[bot]; osorensen; mschoettner; anilbey	HTML					No Version Info; No Environment Spec	8
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/sina-mansour/UKB-connectomics	sina-mansour	sina-mansour; AndrewZalesky	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/dolphin-in-a-coma/multi-task-cnn-eeg-emotion	dolphin-in-a-coma	dolphin-in-a-coma	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/spin-test/spin-test	spin-test	siyuanliu8; aaronab	MATLAB					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/murraylab/brainsmash	murraylab	rmarkello; jbburt; dependabot[bot]	Python					No Version Info; No Container; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/quadbio/VoxHunt	quadbio	joschif; quadbiolab	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/DierMeng/JavaBrainMap	DierMeng	DierMeng						No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/OishiLab/OpenMAP-T1	OishiLab	kei-lab1106; jhu-cnilab	Python					No Version Info; No Environment Spec	8
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/int-brain-lab/paper-brain-wide-map	int-brain-lab	mschart; juhuntenburg; berkgercek; oliche; chris-langfield; yanliangshi; GaelleChapuis; mayofaulkner; k1o0; themattinthehatt	Python					No Version Info; No Container; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/sarslancs/graph_saliency_maps	sarslancs	sarslancs	Python					No Version Info; No Container; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ins-amu/BVEP	ins-amu	mhashemi0873; davidrpenas	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/chrisgorgo/alleninf	chrisgorgo	chrisgorgo; dankessler; rmarkello	Python					No Version Info; No Container; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/OpenXAIProject/Preprocessed_IXI_Dataset	OpenXAIProject	JunsikChoi; wltjr1007						No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/AICONSlab/HippMapp3r	AICONSlab	entiri; mgoubran; jyheaton; pmojiri	Python					No Version Info	9
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/sheepduke/silver-brain	sheepduke	sheepduke; dependabot[bot]	Common Lisp					No README; No Dependencies; No Version Info; No Container; No Environment Spec	5
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/OpenXAIProject/Preprocessed_ABIDE_Dataset	OpenXAIProject	JunsikChoi						No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/PRIME-RE/RheMAP	PRIME-RE	pcklink; niksirbi	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/akshayaggarwal99/nodenest	akshayaggarwal99	hiakshay; akshayaggarwal99; ttrezren	TypeScript					No Version Info; No Container; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ngohgia/text2brain	ngohgia	ngohgia; mnhng	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/owenrandlett/Z-Brain	owenrandlett	owenrandlett	MATLAB					No Dependencies; No Version Info; No Container; No Environment Spec	6
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/netneurolab/markello_spatialnulls	netneurolab	rmarkello	Python					No Dependencies; No Container	8
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/vzachari/IronSmithQSM	vzachari	vzachari	Shell					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/JozefJarosciak/OpenMind	JozefJarosciak	superman32432432	PHP					No Dependencies; No Version Info; No Environment Spec	7
Memory and Aging Project	MAP	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/AmarBhatt/Temporal_Difference_Learning_Path_Planning	AmarBhatt	AmarBhatt	Matlab					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Polster-lab/m6a_regulators_rosmap	Polster-lab	danish2562022	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/kkkiyomi1/ROSC-S	kkkiyomi1	kkkiyomi1	Python					No Version Info; No Container; No Environment Spec	7
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/daiqile96/ROSMAP_C2C	daiqile96	daiqile96	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/alexeykolodkin/ROS_model	alexeykolodkin	alexeykolodkin						No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/LordJpz18/roselyne-pipernos	LordJpz18	LordJpz18	HTML					No README; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/OpenAgricultureFoundation/openag_brain	OpenAgricultureFoundation	gordonbrander; LeonChambers; sp4ghet; rbaynes; goruck; spaghet; yaromins; yeliztaneroglu; davoclavo; novemberalpha	Python					No Version Info; No Environment Spec	8
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/matrix97317/UniRobot	matrix97317	matrix97317	Python					No Version Info; No Container; No Environment Spec	7
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/BrainCoTech/brainco_hand_ros2	BrainCoTech	dtg-andy	C++					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/UTAH-VEXU-Robotics/ros_lib	UTAH-VEXU-Robotics	acetousk	C++					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/gaitech-robotics/gaitech-bci	gaitech-robotics	gaitechdev	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/openkinematics/openbrain-ros	openkinematics	openkinematics	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Mufrad6502/SSVEP-BASED-BCI-SYSTEM	Mufrad6502	Mufrad6502	Lua					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ECC-BFMC/Brain_ROS	ECC-BFMC	BFMC-Rares-Lemnariu	C++					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/UGA-AgRobotics/red-rover	UGA-AgRobotics		C++					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Rudxain/brain-rost	Rudxain	Rudxain	Rust					No Version Info; No Container; No Environment Spec	7
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/elizabethkoh/BrainROS	elizabethkoh	elizabethkoh	C++					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/blaigene/ROS2-Sentinel-Brain	blaigene	blaigene	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/methylDragon/teleop_twist_brain_bridge	methylDragon	methylDragon	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/bangthe2222/Brain_ROS_BFMC_2025	bangthe2222	bangthe2222	C++					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/roshanss163/roshanss163radiology.github.io	roshanss163	roshanss163	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/jjangddung/seame_brain	jjangddung	cmh0728; jjangddung	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Costopoulos/NTUA-Robotics-II	Costopoulos	Costopoulos	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/MaidReal/brain	MaidReal	ANonABento; VirtualFlight	Python					No Version Info; No Container; No Environment Spec	7
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/ogonek-spider/ros2	ogonek-spider	alarin	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/qniesz/ROSie	qniesz	qniesz	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/Zakhar-the-Robot/brain	Zakhar-the-Robot	an-dr						No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/cornellev/brain_ros2	cornellev	sidharthmrao; utkudotdev; selym3; Jklein64; ethanuppal; ChickenCoupe; yuchenie	Python					No Dependencies; No Version Info; No Environment Spec	7
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/elizabethkoh/BrainROS_dataproc	elizabethkoh	elizabethkoh	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/El7agAdel/ROS_BrainComputer_Interface	El7agAdel	El7agAdel	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Religious Orders Study	ROS	Alzheimer's Disease; Parkinson's Disease; Lewy Body Dementia; Normal Controls	https://github.com/pengfuchuan/ros2-brain-agent	pengfuchuan	pengfuchuan; iampfc	Python					No Dependencies; No Version Info; No Environment Spec	7
Cognitive Function and Ageing Study	CFAS	Dementia; Cognitive Decline; Normal Aging	https://github.com/mdrajab/CFAS-and-ADNI-Neuropathology	mdrajab	mdrajab	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Cognitive Function and Ageing Study	CFAS	Dementia; Cognitive Decline; Normal Aging	https://github.com/mdrajab/CFAS-ranking-code	mdrajab	mdrajab	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cognitive Function and Ageing Study	CFAS	Dementia; Cognitive Decline; Normal Aging	https://github.com/buttybren/Incident-Dementia-in-Wales	buttybren	buttybren						No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/mehakkhangura26/pc_interactive	mehakkhangura26	mehakkhangura26	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/hlnkm/helen-kilimanjaro-campaign-2018	hlnkm	joeyklee	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/charlesdguthrie/APDA_Clock	charlesdguthrie	charlesdguthrie	JavaScript					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/jvson03/web-template-2	jvson03	jvson03	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/danderfer/Comp_Sci_Sem_2	danderfer	danderfer	Python					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/S4ltster/Beemovie	S4ltster	S4ltster; Deltara3	CSS					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/HimangshuCyber/Math-Quiz	HimangshuCyber	HimangshuCyber	JavaScript					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/SanTanBan/MindControl	SanTanBan	SanTanBan						No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/mobassir94/Introduction-to-TensorFlow-for-Artificial-Intelligence-Machine-Learning-and-Deep-Learning	mobassir94	mobassir94	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/vunderkind/Brain.js	vunderkind	vunderkind	JavaScript					No Version Info; No Container; No Environment Spec	7
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/mot-displate/brainwall	mot-displate	mot-displate	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/appumorgan-creator/campaignlog	appumorgan-creator	appumorgan-creator	TypeScript					No Version Info; No Container; No Environment Spec	7
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/tom-burholt/brainlabs-task	tom-burholt	tom-burholt	HTML					No Version Info; No Environment Spec	8
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/elijahtanblue/BrandBrain	elijahtanblue	elijahtanblue						No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/strazdinalaura/kickstarter-campaign-brainstation	strazdinalaura	strazdinalaura						No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/bRaiNRoTRePoRt666X/brainrot-metadata_campaigns	bRaiNRoTRePoRt666X		Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/StrykerXKnight/albion-campaign-brain	StrykerXKnight	StrykerXKnight	Python					No README; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/RNA-Messenger/brainfart-gm	RNA-Messenger	RNA-Messenger	JavaScript					No Version Info; No Container; No Environment Spec	7
